Temperature, Time
86.79,3.7469999790
86.79,3.7679998874
89.45,3.7890000343
89.45,3.8099999427
89.45,3.8299999237
89.45,3.8520000457
89.45,3.8719999313
90.21,3.8929998397
90.21,3.9140000343
90.21,3.9349999427
90.21,3.9549999237
87.80,3.9770000457
87.80,3.9969999313
87.80,4.0180001258
87.80,4.0380001068
87.80,4.0599999427
82.86,4.0799999237
82.86,4.1009998321
82.86,4.1220002174
82.86,4.1430001258
82.86,4.1630001068
79.69,4.1849999427
79.69,4.2049999237
79.69,4.2259998321
79.69,4.2470002174
77.93,4.2680001258
77.93,4.2880001068
77.93,4.3099999427
77.93,4.3299999237
77.93,4.3499999046
76.92,4.3709998130
76.92,4.3920001983
76.92,4.4130001068
76.92,4.4330000877
76.92,4.4549999237
76.28,4.4749999046
76.28,4.4959998130
76.28,4.5170001983
76.28,4.5380001068
75.73,4.5580000877
75.73,4.5799999237
75.73,4.5999999046
75.73,4.6209998130
75.73,4.6420001983
75.34,4.6630001068
75.34,4.6830000877
75.34,4.7039999961
75.34,4.7249999046
75.34,4.7459998130
75.19,4.7659997940
75.19,4.7880001068
75.19,4.8080000877
75.19,4.8289999961
75.01,4.8499999046
75.01,4.8709998130
75.01,4.8909997940
75.01,4.9130001068
75.01,4.9330000877
74.94,4.9539999961
74.94,4.9749999046
74.94,4.9959998130
74.94,5.0159997940
74.94,5.0370001792
74.91,5.0580000877
74.91,5.0789999961
74.91,5.0989999771
74.91,5.1209998130
74.83,5.1409997940
74.83,5.1609997749
74.83,5.1830000877
74.83,5.2030000686
74.83,5.2239999771
74.91,5.2449998855
74.91,5.2659997940
74.91,5.2859997749
74.91,5.3080000877
74.91,5.3280000686
74.80,5.3489999771
74.80,5.3689999580
74.80,5.3909997940
74.80,5.4109997749
75.01,5.4320001602
75.01,5.4530000686
75.01,5.4739999771
75.01,5.4939999580
75.01,5.5159997940
74.91,5.5359997749
74.91,5.5570001602
74.91,5.5780000686
74.91,5.5989999771
74.91,5.6189999580
75.09,5.6409997940
75.09,5.6609997749
75.09,5.6820001602
75.09,5.7020001411
74.83,5.7239999771
74.83,5.7439999580
74.83,5.7649998664
74.83,5.7859997749
74.83,5.8070001602
75.19,5.8270001411
75.19,5.8489999771
75.19,5.8689999580
75.19,5.88999986
